subjid activity parameter mean
23 STANDING fBodyBodyGyroJerkMag-std() -0.9738496914705882
23 STANDING fBodyBodyGyroMag-mean() -0.9445838297058824
23 STANDING fBodyBodyGyroMag-std() -0.9248054214705882
23 STANDING fBodyGyro-mean()-X -0.9475104363235294
23 STANDING fBodyGyro-mean()-Y -0.9527811645588236
23 STANDING fBodyGyro-mean()-Z -0.967939565
23 STANDING fBodyGyro-std()-X -0.9416985155882353
23 STANDING fBodyGyro-std()-Y -0.9458711860294118
23 STANDING fBodyGyro-std()-Z -0.9642499225
23 STANDING tBodyAcc-mean()-X 0.2778993232352941
23 STANDING tBodyAcc-mean()-Y -0.017747554786764704
23 STANDING tBodyAcc-mean()-Z -0.1105970177575
23 STANDING tBodyAcc-std()-X -0.9854215195588235
23 STANDING tBodyAcc-std()-Y -0.9584444925
23 STANDING tBodyAcc-std()-Z -0.9294097451470588
23 STANDING tBodyAccJerk-mean()-X 0.07502064786764706
23 STANDING tBodyAccJerk-mean()-Y 0.01058615179367647
23 STANDING tBodyAccJerk-mean()-Z -0.005292609113705883
23 STANDING tBodyAccJerk-std()-X -0.9831419589705882
23 STANDING tBodyAccJerk-std()-Y -0.9752199836764706
23 STANDING tBodyAccJerk-std()-Z -0.9735952154411764
23 STANDING tBodyAccJerkMag-mean() -0.9786714854411764
23 STANDING tBodyAccJerkMag-std() -0.9748115282352942
23 STANDING tBodyAccMag-mean() -0.9572122670588236
23 STANDING tBodyAccMag-std() -0.9516698575
23 STANDING tBodyGyro-mean()-X -0.03273977451338235
23 STANDING tBodyGyro-mean()-Y -0.06522647932132353
23 STANDING tBodyGyro-mean()-Z 0.0816888999117647
23 STANDING tBodyGyro-std()-X -0.9420112402941176
23 STANDING tBodyGyro-std()-Y -0.948074760882353
23 STANDING tBodyGyro-std()-Z -0.9623896894117647
23 STANDING tBodyGyroJerk-mean()-X -0.09814810504411765
23 STANDING tBodyGyroJerk-mean()-Y -0.04167741657352941
23 STANDING tBodyGyroJerk-mean()-Z -0.05482262778676471
23 STANDING tBodyGyroJerk-std()-X -0.9727707020588235
23 STANDING tBodyGyroJerk-std()-Y -0.9725095232352942
23 STANDING tBodyGyroJerk-std()-Z -0.9846545164705882
23 STANDING tBodyGyroJerkMag-mean() -0.9763992525
23 STANDING tBodyGyroJerkMag-std() -0.9723873652941176
23 STANDING tBodyGyroMag-mean() -0.938430293382353
23 STANDING tBodyGyroMag-std() -0.9237965655882353
23 STANDING tGravityAcc-mean()-X 0.9198571258823529
23 STANDING tGravityAcc-mean()-Y -0.11740135969705882
23 STANDING tGravityAcc-mean()-Z -0.2236311809067647
23 STANDING tGravityAcc-std()-X -0.984610385
23 STANDING tGravityAcc-std()-Y -0.9848186488235294
23 STANDING tGravityAcc-std()-Z -0.9471997344117647
23 STANDING tGravityAccMag-mean() -0.9572122670588236
23 STANDING tGravityAccMag-std() -0.9516698575
23 WALKING fBodyAcc-mean()-X -0.275404187920339
23 WALKING fBodyAcc-mean()-Y -0.07243673179661017
23 WALKING fBodyAcc-mean()-Z 0.08140810785423729
23 WALKING fBodyAcc-std()-X -0.32980727983050845
23 WALKING fBodyAcc-std()-Y -0.2025240619661017
23 WALKING fBodyAcc-std()-Z 0.1161434407
23 WALKING fBodyAccJerk-mean()-X -0.2904104548813559
23 WALKING fBodyAccJerk-mean()-Y -0.15548872074745762
23 WALKING fBodyAccJerk-mean()-Z -0.05720213247457627
23 WALKING fBodyAccJerk-std()-X -0.23517299030508473
23 WALKING fBodyAccJerk-std()-Y -0.06097530953559322
23 WALKING fBodyAccJerk-std()-Z -0.00623647528983051
23 WALKING fBodyAccMag-mean() -0.09426063116779661
23 WALKING fBodyAccMag-std() -0.4075775157627119
23 WALKING fBodyBodyAccJerkMag-mean() -0.018070570155932202
23 WALKING fBodyBodyAccJerkMag-std() -0.045737233411864406
23 WALKING fBodyBodyGyroJerkMag-mean() 0.1466185690644068
23 WALKING fBodyBodyGyroJerkMag-std() 0.2878346160983051
23 WALKING fBodyBodyGyroMag-mean() 0.18507820738305084
23 WALKING fBodyBodyGyroMag-std() -0.06147658475932204
23 WALKING fBodyGyro-mean()-X -0.33761920305084747
23 WALKING fBodyGyro-mean()-Y 0.19556946192033897
23 WALKING fBodyGyro-mean()-Z -0.19497036929491526
23 WALKING fBodyGyro-std()-X -0.5450516916949153
23 WALKING fBodyGyro-std()-Y 0.28658151844915253
23 WALKING fBodyGyro-std()-Z -0.2878208681525424
23 WALKING tBodyAcc-mean()-X 0.27321188423728815
23 WALKING tBodyAcc-mean()-Y -0.018361871193220337
23 WALKING tBodyAcc-mean()-Z -0.11338299408474577
23 WALKING tBodyAcc-std()-X -0.3135217733898305
23 WALKING tBodyAcc-std()-Y -0.11902058651067797
23 WALKING tBodyAcc-std()-Z 0.16422068538305085
23 WALKING tBodyAccJerk-mean()-X 0.09873190859644068
23 WALKING tBodyAccJerk-mean()-Y 0.014895592686440678
23 WALKING tBodyAccJerk-mean()-Z -0.0019081064152542367
23 WALKING tBodyAccJerk-std()-X -0.22932812230508476
23 WALKING tBodyAccJerk-std()-Y -0.08050173377118644
23 WALKING tBodyAccJerk-std()-Z -0.02931150560338983
23 WALKING tBodyAccJerkMag-mean() -0.06708196558813559
23 WALKING tBodyAccJerkMag-std() -0.026819436305084748
23 WALKING tBodyAccMag-mean() -0.0988770198220339
23 WALKING tBodyAccMag-std() -0.20998935457084747
23 WALKING tBodyGyro-mean()-X -0.06311568703559321
23 WALKING tBodyGyro-mean()-Y -0.06401979209661017
23 WALKING tBodyGyro-mean()-Z 0.10770045065338983
23 WALKING tBodyGyro-std()-X -0.49432264864406783
23 WALKING tBodyGyro-std()-Y 0.2594572292033898
23 WALKING tBodyGyro-std()-Z -0.20963488797288135
23 WALKING tBodyGyroJerk-mean()-X -0.05781282390677966
23 WALKING tBodyGyroJerk-mean()-Y -0.051670475566101694
23 WALKING tBodyGyroJerk-mean()-Z -0.09030025243694915
23 WALKING tBodyGyroJerk-std()-X -0.3639694345762712
23 WALKING tBodyGyroJerk-std()-Y 0.29594592618644067
23 WALKING tBodyGyroJerk-std()-Z -0.37445676813559325
23 WALKING tBodyGyroJerkMag-mean() 0.011530541050847458
23 WALKING tBodyGyroJerkMag-std() 0.2501732041179661
23 WALKING tBodyGyroMag-mean() -0.01209682595237288
23 WALKING tBodyGyroMag-std() 0.16334645162372882
23 WALKING tGravityAcc-mean()-X 0.9398096886440678
23 WALKING tGravityAcc-mean()-Y -0.16176137
23 WALKING tGravityAcc-mean()-Z -0.16076336033898306
23 WALKING tGravityAcc-std()-X -0.9772309038983051
23 WALKING tGravityAcc-std()-Y -0.9665507069491526
23 WALKING tGravityAcc-std()-Z -0.9329813418644067
23 WALKING tGravityAccMag-mean() -0.0988770198220339
23 WALKING tGravityAccMag-std() -0.20998935457084747
23 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.2054282163537037
23 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y 0.09594328939814815
23 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z 0.28051887757407407
23 WALKING_DOWNSTAIRS fBodyAcc-std()-X -0.028296247803703704
23 WALKING_DOWNSTAIRS fBodyAcc-std()-Y 0.04322836869759259
23 WALKING_DOWNSTAIRS fBodyAcc-std()-Z 0.09479409738148148
23 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X 0.20154290949444445
23 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y -0.07245045627777778
23 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z 0.15777569237777778
23 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.08195871905740741
23 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y -0.1776978412962963
23 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.09851956305
23 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.36482999335185184
23 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.04539303491481481
23 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.3350097243333333
23 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.2244805035
23 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() 0.07467546436666667
23 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.03985737801851852
23 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() 0.1508257348425926
23 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.21893042594444445
23 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.21473071322222223
23 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y 0.32881701008888886
23 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z -0.14126688847777777
23 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.48259832503703703
23 WALKING_DOWNSTAIRS fBodyGyro-std()-Y 0.12605231802962963
23 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.30589669922222223
23 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.28989741114814815
23 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.01621114572388889
23 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.09881237125740741
23 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.044139284342592594
23 WALKING_DOWNSTAIRS tBodyAcc-std()-Y 0.10825903416962963
23 WALKING_DOWNSTAIRS tBodyAcc-std()-Z 0.22989874294444446
23 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.05780106056481482
23 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y 0.03750051507407407
23 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -9.827171018518491e-4
23 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.19894706177592592
23 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y -0.08833012257962963
23 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z 0.031015707777592594
23 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() 0.11298247562777777
23 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.29208720008703704
23 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.12721113769444445
23 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.23036396435185186
23 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.05782301902037037
23 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.08530774642777778
23 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.09536024972222222
23 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.4161330327777778
23 WALKING_DOWNSTAIRS tBodyGyro-std()-Y 0.21382555227777778
23 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.20870248824074075
23 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.11772582441296296
23 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.03528916147407408
23 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.029325501614814814
23 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.3230156996296296
23 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y 0.1466501219722222
23 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.36786963962962965
23 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.04631177662037037
23 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() 0.059490848388888885
23 WALKING_DOWNSTAIRS tBodyGyroMag-mean() 0.03909154815555556
23 WALKING_DOWNSTAIRS tBodyGyroMag-std() 0.053997290322222224
23 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.9237114012962963
23 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.11002884164814815
23 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z -0.15367153225925925
23 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.9507908374074074
23 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.9390125496296297
23 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.9058882575925926
23 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.12721113769444445
23 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.23036396435185186
23 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.27260568956862746
23 WALKING_UPSTAIRS fBodyAcc-mean()-Y -0.07697739448039216
23 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.07057748927254902
23 WALKING_UPSTAIRS fBodyAcc-std()-X -0.23430954801960785
23 WALKING_UPSTAIRS fBodyAcc-std()-Y 0.03805974054980392
23 WALKING_UPSTAIRS fBodyAcc-std()-Z 0.10450875575941176
23 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.36564251317647056
23 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.326236287627451
23 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.34660523803921567
23 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.4248775533333333
23 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.38089444294117647
23 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.4689563837254902
23 WALKING_UPSTAIRS fBodyAccMag-mean() -0.2313826622352941
23 WALKING_UPSTAIRS fBodyAccMag-std() -0.4100476433333333
23 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.3029680647647059
23 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.4543248449019608
23 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.51871565
23 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.6326594615686274
23 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.38038829222352943
23 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.47049157643137257
23 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.4302392292352941
23 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.2904474089019608
23 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.1630012941137255
23 WALKING_UPSTAIRS fBodyGyro-std()-X -0.5904307839215687
23 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.30161997705882354
23 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.08225211222156863
23 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.24999517103137256
23 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.03238440292372549
23 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.12689061678235294
23 WALKING_UPSTAIRS tBodyAcc-std()-X -0.24388781851372549
23 WALKING_UPSTAIRS tBodyAcc-std()-Y 0.04484357858686275
23 WALKING_UPSTAIRS tBodyAcc-std()-Z 0.1008011893509804
23 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.07236499846470588
23 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y 0.03998628682745098
23 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.015923416784313724
23 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.36539862276470586
23 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.328225031
23 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.40809402039215686
23 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.3111438850980392
23 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.36270884941176473
23 WALKING_UPSTAIRS tBodyAccMag-mean() -0.011753687378431372
23 WALKING_UPSTAIRS tBodyAccMag-std() -0.27189371411764707
23 WALKING_UPSTAIRS tBodyGyro-mean()-X 0.09579402459411765
23 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.1115643891372549
23 WALKING_UPSTAIRS tBodyGyro-mean()-Z -0.03255575223333333
23 WALKING_UPSTAIRS tBodyGyro-std()-X -0.5506645766666667
23 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.2936818611764706
23 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.031730115339215686
23 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.10991309411764706
23 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.052394378703921565
23 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.0924998531372549
23 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.5483188815686274
23 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.4935141223529412
23 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.543765425882353
23 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.5043671505882353
23 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.551275188627451
23 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.1565271487927451
23 WALKING_UPSTAIRS tBodyGyroMag-std() -0.3667329893137255
23 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.8434388101960785
23 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.2144818082352941
23 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.35593445
23 WALKING_UPSTAIRS tGravityAcc-std()-X -0.9333444815686275
23 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.9104745570588235
23 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.9020659103921569
23 WALKING_UPSTAIRS tGravityAccMag-mean() -0.011753687378431372
23 WALKING_UPSTAIRS tGravityAccMag-std() -0.27189371411764707
24 LAYING fBodyAcc-mean()-X -0.9758936870833333
24 LAYING fBodyAcc-mean()-Y -0.9808303620833333
24 LAYING fBodyAcc-mean()-Z -0.9766348156944444
24 LAYING fBodyAcc-std()-X -0.9651670818055555
24 LAYING fBodyAcc-std()-Y -0.9845718084722223
24 LAYING fBodyAcc-std()-Z -0.9730577818055556
24 LAYING fBodyAccJerk-mean()-X -0.9859985468055555
24 LAYING fBodyAccJerk-mean()-Y -0.9821406138888888
24 LAYING fBodyAccJerk-mean()-Z -0.9815496895833333
24 LAYING fBodyAccJerk-std()-X -0.9881405177777778
24 LAYING fBodyAccJerk-std()-Y -0.9841245323611111
24 LAYING fBodyAccJerk-std()-Z -0.9831856379166667
24 LAYING fBodyAccMag-mean() -0.9731710680555555
24 LAYING fBodyAccMag-std() -0.9710630240277778
24 LAYING fBodyBodyAccJerkMag-mean() -0.9831080843055555
24 LAYING fBodyBodyAccJerkMag-std() -0.98328511625
24 LAYING fBodyBodyGyroJerkMag-mean() -0.9785967406944445
24 LAYING fBodyBodyGyroJerkMag-std() -0.9800969811111111
24 LAYING fBodyBodyGyroMag-mean() -0.9640013834722222
24 LAYING fBodyBodyGyroMag-std() -0.9613690845833334
24 LAYING fBodyGyro-mean()-X -0.9765705640277778
24 LAYING fBodyGyro-mean()-Y -0.9661119802777778
24 LAYING fBodyGyro-mean()-Z -0.9810930361111111
24 LAYING fBodyGyro-std()-X -0.9847132841666667
24 LAYING fBodyGyro-std()-Y -0.95779294875
24 LAYING fBodyGyro-std()-Z -0.9836027456944445
24 LAYING tBodyAcc-mean()-X 0.2728504949305556
24 LAYING tBodyAcc-mean()-Y -0.01735552101111111
24 LAYING tBodyAcc-mean()-Z -0.10723623723611111
24 LAYING tBodyAcc-std()-X -0.9679840211111111
24 LAYING tBodyAcc-std()-Y -0.9831264619444444
24 LAYING tBodyAcc-std()-Z -0.9735669588888889
24 LAYING tBodyAccJerk-mean()-X 0.08072123275
24 LAYING tBodyAccJerk-mean()-Y 0.011981952417916667
24 LAYING tBodyAccJerk-mean()-Z -0.0058922584990277775
24 LAYING tBodyAccJerk-std()-X -0.98636543375
24 LAYING tBodyAccJerk-std()-Y -0.982430495
24 LAYING tBodyAccJerk-std()-Z -0.9830873668055555
24 LAYING tBodyAccJerkMag-mean() -0.9855292705555556
24 LAYING tBodyAccJerkMag-std() -0.9836059273611111
24 LAYING tBodyAccMag-mean() -0.9718540425
24 LAYING tBodyAccMag-std() -0.9693548341666667
24 LAYING tBodyGyro-mean()-X -0.014367992944444444
24 LAYING tBodyGyro-mean()-Y -0.0955538053611111
24 LAYING tBodyGyro-mean()-Z 0.11173074633333334
24 LAYING tBodyGyro-std()-X -0.9826517201388889
24 LAYING tBodyGyro-std()-Y -0.9602995509722222
24 LAYING tBodyGyro-std()-Z -0.98170136125
24 LAYING tBodyGyroJerk-mean()-X -0.10281380965277778
24 LAYING tBodyGyroJerk-mean()-Y -0.038232371041666664
24 LAYING tBodyGyroJerk-mean()-Z -0.06241169668055555
24 LAYING tBodyGyroJerk-std()-X -0.9798657205555555
24 LAYING tBodyGyroJerk-std()-Y -0.9780913127777777
24 LAYING tBodyGyroJerk-std()-Z -0.9923815959722222
24 LAYING tBodyGyroJerkMag-mean() -0.9827808738888889
24 LAYING tBodyGyroJerkMag-std() -0.9786591022222222
24 LAYING tBodyGyroMag-mean() -0.9537915126388888
24 LAYING tBodyGyroMag-std() -0.9578299347222222
24 LAYING tGravityAcc-mean()-X -0.3592925340277778
24 LAYING tGravityAcc-mean()-Y 0.7384306993055556
24 LAYING tGravityAcc-mean()-Z 0.6838399097222222
24 LAYING tGravityAcc-std()-X -0.9604121643055555
24 LAYING tGravityAcc-std()-Y -0.9934543580555556
24 LAYING tGravityAcc-std()-Z -0.9792396681944444
24 LAYING tGravityAccMag-mean() -0.9718540425
24 LAYING tGravityAccMag-std() -0.9693548341666667
24 SITTING fBodyAcc-mean()-X -0.9895295067647059
24 SITTING fBodyAcc-mean()-Y -0.9627732001470588
24 SITTING fBodyAcc-mean()-Z -0.9669917811764706
24 SITTING fBodyAcc-std()-X -0.9911000054411765
24 SITTING fBodyAcc-std()-Y -0.9549980051470588
24 SITTING fBodyAcc-std()-Z -0.9544026977941177
24 SITTING fBodyAccJerk-mean()-X -0.9888574032352941
24 SITTING fBodyAccJerk-mean()-Y -0.979228238382353
24 SITTING fBodyAccJerk-mean()-Z -0.9819713001470588
24 SITTING fBodyAccJerk-std()-X -0.9892888075
24 SITTING fBodyAccJerk-std()-Y -0.9815501327941176
24 SITTING fBodyAccJerk-std()-Z -0.9860084492647059
24 SITTING fBodyAccMag-mean() -0.9689050314705883
24 SITTING fBodyAccMag-std() -0.9658522620588236
24 SITTING fBodyBodyAccJerkMag-mean() -0.9844699629411765
24 SITTING fBodyBodyAccJerkMag-std() -0.98561372
24 SITTING fBodyBodyGyroJerkMag-mean() -0.9908547511764706
24 SITTING fBodyBodyGyroJerkMag-std() -0.9909330582352941
24 SITTING fBodyBodyGyroMag-mean() -0.9779737207352941
24 SITTING fBodyBodyGyroMag-std() -0.9691058991176471
24 SITTING fBodyGyro-mean()-X -0.9856765238235294
24 SITTING fBodyGyro-mean()-Y -0.9812001811764706
24 SITTING fBodyGyro-mean()-Z -0.9746868910294118
24 SITTING fBodyGyro-std()-X -0.9888915517647059
24 SITTING fBodyGyro-std()-Y -0.9762524277941177
24 SITTING fBodyGyro-std()-Z -0.9728517876470588
24 SITTING tBodyAcc-mean()-X 0.2734756901470588
24 SITTING tBodyAcc-mean()-Y -0.01312550979382353
24 SITTING tBodyAcc-mean()-Z -0.10304106142647058
24 SITTING tBodyAcc-std()-X -0.9905937666176471
24 SITTING tBodyAcc-std()-Y -0.9562559620588236
24 SITTING tBodyAcc-std()-Z -0.9570561114705882
24 SITTING tBodyAccJerk-mean()-X 0.07633185285294118
24 SITTING tBodyAccJerk-mean()-Y 0.004767025757455882
24 SITTING tBodyAccJerk-mean()-Z -0.0011330017142647064
24 SITTING tBodyAccJerk-std()-X -0.9885643822058824
24 SITTING tBodyAccJerk-std()-Y -0.9795736780882353
24 SITTING tBodyAccJerk-std()-Z -0.9846629467647059
24 SITTING tBodyAccJerkMag-mean() -0.9855558223529411
24 SITTING tBodyAccJerkMag-std() -0.9854184561764706
24 SITTING tBodyAccMag-mean() -0.9689791564705882
24 SITTING tBodyAccMag-std() -0.9637796832352941
24 SITTING tBodyGyro-mean()-X -0.03562296199558823
24 SITTING tBodyGyro-mean()-Y -0.07501326970441176
24 SITTING tBodyGyro-mean()-Z 0.0800440230882353
24 SITTING tBodyGyro-std()-X -0.9881116486764706
24 SITTING tBodyGyro-std()-Y -0.9779540051470588
24 SITTING tBodyGyro-std()-Z -0.9712776541176471
24 SITTING tBodyGyroJerk-mean()-X -0.0951782658382353
24 SITTING tBodyGyroJerk-mean()-Y -0.040616936
24 SITTING tBodyGyroJerk-mean()-Z -0.051596655125
24 SITTING tBodyGyroJerk-std()-X -0.9914420077941176
24 SITTING tBodyGyroJerk-std()-Y -0.9897808105882353
24 SITTING tBodyGyroJerk-std()-Z -0.9898501602941177
24 SITTING tBodyGyroJerkMag-mean() -0.9913064247058824
24 SITTING tBodyGyroJerkMag-std() -0.9907245307352941
24 SITTING tBodyGyroMag-mean() -0.9646332523529412
24 SITTING tBodyGyroMag-std() -0.9692571626470589
24 SITTING tGravityAcc-mean()-X 0.9196376044117647
24 SITTING tGravityAcc-mean()-Y 0.18225465195588236
24 SITTING tGravityAcc-mean()-Z 0.10955962102058824
24 SITTING tGravityAcc-std()-X -0.9896601498529412
24 SITTING tGravityAcc-std()-Y -0.9716925447058824
24 SITTING tGravityAcc-std()-Z -0.9634067957352941
24 SITTING tGravityAccMag-mean() -0.9689791564705882
24 SITTING tGravityAccMag-std() -0.9637796832352941
24 STANDING fBodyAcc-mean()-X -0.9841836336231884
24 STANDING fBodyAcc-mean()-Y -0.9489701584057971
24 STANDING fBodyAcc-mean()-Z -0.9538175992753624
24 STANDING fBodyAcc-std()-X -0.9888518534782609
24 STANDING fBodyAcc-std()-Y -0.9344547913043478
24 STANDING fBodyAcc-std()-Z -0.9238024676811595
24 STANDING fBodyAccJerk-mean()-X -0.9811616405797101
24 STANDING fBodyAccJerk-mean()-Y -0.9677205924637681
24 STANDING fBodyAccJerk-mean()-Z -0.9741704684057971
24 STANDING fBodyAccJerk-std()-X -0.9817216910144928
24 STANDING fBodyAccJerk-std()-Y -0.9702281842028986
24 STANDING fBodyAccJerk-std()-Z -0.9799367408695652
24 STANDING fBodyAccMag-mean() -0.9600660881159421
24 STANDING fBodyAccMag-std() -0.9495225563768116
24 STANDING fBodyBodyAccJerkMag-mean() -0.9722513552173913
24 STANDING fBodyBodyAccJerkMag-std() -0.9731955095652174
24 STANDING fBodyBodyGyroJerkMag-mean() -0.9811192378260869
24 STANDING fBodyBodyGyroJerkMag-std() -0.9797551
24 STANDING fBodyBodyGyroMag-mean() -0.9639223142028985
24 STANDING fBodyBodyGyroMag-std() -0.9544071769565218
24 STANDING fBodyGyro-mean()-X -0.9585401872463768
24 STANDING fBodyGyro-mean()-Y -0.970426493768116
24 STANDING fBodyGyro-mean()-Z -0.9701333884057971
24 STANDING fBodyGyro-std()-X -0.9618856952173913
24 STANDING fBodyGyro-std()-Y -0.9657980555072464
24 STANDING fBodyGyro-std()-Z -0.9726886521739131
24 STANDING tBodyAcc-mean()-X 0.28034888391304347
24 STANDING tBodyAcc-mean()-Y -0.01447853403489855
24 STANDING tBodyAcc-mean()-Z -0.10822255385507247
24 STANDING tBodyAcc-std()-X -0.9872558711594203
24 STANDING tBodyAcc-std()-Y -0.9368719743478261
24 STANDING tBodyAcc-std()-Z -0.9302835301449276
24 STANDING tBodyAccJerk-mean()-X 0.07461774165217391
24 STANDING tBodyAccJerk-mean()-Y 0.010983968910144928
24 STANDING tBodyAccJerk-mean()-Z -0.003587749049130435
24 STANDING tBodyAccJerk-std()-X -0.9805738368115942
24 STANDING tBodyAccJerk-std()-Y -0.9677456386956522
24 STANDING tBodyAccJerk-std()-Z -0.9777163549275363
24 STANDING tBodyAccJerkMag-mean() -0.9776209539130435
24 STANDING tBodyAccJerkMag-std() -0.9731083430434783
24 STANDING tBodyAccMag-mean() -0.9500610176811595
24 STANDING tBodyAccMag-std() -0.9479010117391304
24 STANDING tBodyGyro-mean()-X -0.02786115114347826
24 STANDING tBodyGyro-mean()-Y -0.06925466744927536
